source	target	interaction	Weight	neighborhood	fusion	cooccurence	coexpression	experiments	experiments_transferred	database	database_transferred	textmining	textmining_transferred	combined_score
ACLY	OBSL1	experiments	292	0	0	0	0	292	0	0	0	0	50	298
ACLY	OGDH	experiments_transferred	460	0	0	0	62	0	58	0	402	507	313	915
ACLY	OGDHL	experiments_transferred	460	0	0	0	0	0	58	0	402	251	313	868
ACLY	OPA3	experiments	228	0	0	0	0	228	0	0	0	0	0	227
ACLY	OTUB1	experiments	292	0	0	0	44	292	0	0	0	63	42	311
ACLY	OXCT1	database_transferred	152	0	0	0	48	0	0	0	152	322	121	465
ACLY	OXCT2	database_transferred	152	0	0	0	0	0	0	0	152	204	121	367
ACLY	OXSM	experiments_transferred	66	0	0	0	42	0	66	0	0	290	313	524
ACLY	PAGE4	experiments	292	0	0	0	0	292	0	0	0	0	0	292
ACLY	PAICS	experiments_transferred	85	0	0	0	124	0	85	0	0	125	51	297
ACLY	PAK6	experiments	189	0	0	0	0	128	61	0	0	0	47	151
ACLY	PARK7	experiments_transferred	114	0	0	0	49	0	114	0	0	125	70	222
ACLY	PC	database	900	0	0	0	0	0	0	900	0	629	349	974
ACLY	PCK1	database	900	0	0	0	0	0	0	900	0	507	226	959
ACLY	PCK2	database	900	0	0	0	44	0	0	900	0	479	226	957
ACLY	PDHA1	experiments_transferred	249	0	0	0	60	0	86	0	163	447	160	624
ACLY	PDHA2	experiments_transferred	249	0	0	0	0	0	86	0	163	202	160	447
ACLY	PDHB	experiments_transferred	246	0	0	0	109	0	70	0	176	447	240	690
ACLY	PDHX	experiments_transferred	451	0	0	0	62	0	99	0	352	202	278	830
ACLY	PECR	experiments_transferred	45	0	0	0	56	0	45	0	0	217	115	319
ACLY	PGM1	experiments_transferred	79	0	0	0	56	0	79	0	0	158	215	415
ACLY	PGM5	experiments_transferred	79	0	0	0	0	0	79	0	0	0	215	323
ACLY	PGR	experiments	62	0	0	0	0	62	0	0	0	125	52	153
ACLY	PHLPP1	experiments	166	0	0	0	0	166	0	0	0	59	0	181
ACLY	PIH1D1	experiments	215	0	0	0	49	215	0	0	0	0	0	221
ACLY	PIM3	experiments	133	0	0	0	0	133	0	0	0	0	80	168
ACLY	PINK1	experiments	79	0	0	0	0	79	0	0	0	149	0	182
ACLY	PIR	experiments_transferred	181	0	0	0	50	0	66	0	115	66	102	221
ACLY	PLEKHA4	experiments	292	0	0	0	0	292	0	0	0	0	41	292
ACLY	PLEKHA7	experiments	292	0	0	0	0	292	0	0	0	0	41	292
ACLY	PLK1	experiments	128	0	0	0	68	128	0	0	0	63	0	184
ACLY	PMPCA	experiments_transferred	61	0	0	0	49	0	61	0	0	61	91	192
ACLY	PMPCB	experiments_transferred	61	0	0	0	49	0	61	0	0	0	91	175
ACLY	PPP1CA	experiments	209	0	0	0	83	163	46	0	0	0	0	204
ACLY	PPP1R32	database_transferred	151	0	0	0	0	0	0	0	151	0	133	248
ACLY	PPP2R1A	experiments	311	0	0	0	108	311	0	0	0	381	0	586
ACLY	PPP2R2A	experiments	330	0	0	0	55	330	0	0	0	58	50	366
ACLY	PPP2R2B	experiments	232	0	0	0	0	232	0	0	0	0	50	250
ACLY	PPP2R2C	experiments	330	0	0	0	0	330	0	0	0	0	0	330
ACLY	PPP2R2D	experiments	232	0	0	0	42	232	0	0	0	0	0	232
ACLY	PPP6C	experiments	290	0	0	0	49	219	71	0	0	0	0	250
ACLY	PPY	experiments_transferred	65	0	0	0	0	0	65	0	0	656	105	686
ACLY	PRKAB1	experiments	48	0	0	0	49	48	0	0	0	279	0	319
ACLY	PRKAG1	database_transferred	151	0	0	0	67	0	0	0	151	185	182	408
ACLY	PRKAG2	database_transferred	151	0	0	0	0	0	0	0	151	105	182	332
ACLY	PRKAG3	database_transferred	151	0	0	0	0	0	0	0	151	73	182	308
ACLY	PRKCZ	experiments	127	0	0	0	0	127	0	0	0	91	0	172
ACLY	PRKD1	experiments	137	0	0	0	0	137	0	0	0	69	0	162
ACLY	PRKN	experiments	165	0	0	0	0	165	0	0	0	116	0	230
ACLY	PRMT1	experiments	285	0	0	0	62	219	66	0	0	82	76	323
ACLY	PRPF19	experiments	191	0	0	0	67	191	0	0	0	0	0	212
ACLY	PRPS1	experiments_transferred	219	0	0	0	75	0	86	0	133	252	187	498
ACLY	PRPS1L1	experiments_transferred	219	0	0	0	0	0	86	0	133	247	187	476
ACLY	PRPS2	experiments_transferred	219	0	0	0	59	0	86	0	133	247	187	486
ACLY	PRPSAP1	experiments_transferred	219	0	0	0	81	0	86	0	133	0	160	340
ACLY	PRPSAP2	experiments_transferred	219	0	0	0	63	0	86	0	133	0	160	327
ACLY	PSCA	experiments_transferred	181	0	0	0	0	0	66	0	115	0	102	192
ACLY	PSMA1	experiments_transferred	91	0	0	0	72	0	91	0	0	111	96	242
ACLY	PSMA3	experiments_transferred	91	0	0	0	44	0	91	0	0	68	96	181
ACLY	PSMA4	experiments_transferred	91	0	0	0	49	0	91	0	0	85	131	232
ACLY	PSMA5	experiments_transferred	91	0	0	0	61	0	91	0	0	91	96	216
ACLY	PSMA6	experiments_transferred	91	0	0	0	45	0	91	0	0	107	117	235
ACLY	PSMA7	experiments_transferred	91	0	0	0	67	0	91	0	0	69	96	202
ACLY	PSMA8	experiments_transferred	91	0	0	0	0	0	91	0	0	0	96	155
ACLY	PSMB1	experiments_transferred	114	0	0	0	49	0	114	0	0	70	96	208
ACLY	PSMB10	experiments_transferred	91	0	0	0	42	0	91	0	0	71	96	182
ACLY	PSMB11	experiments_transferred	91	0	0	0	0	0	91	0	0	0	96	155
ACLY	PSMB2	experiments_transferred	91	0	0	0	60	0	91	0	0	0	96	172
ACLY	PSMB3	experiments_transferred	91	0	0	0	75	0	91	0	0	69	96	209
ACLY	PSMB5	experiments_transferred	91	0	0	0	73	0	91	0	0	0	96	183
ACLY	PSMB7	experiments_transferred	91	0	0	0	59	0	91	0	0	50	96	179
ACLY	PSMB8	experiments_transferred	91	0	0	0	44	0	91	0	0	0	96	158
ACLY	PSMC1	experiments_transferred	91	0	0	0	55	0	91	0	0	0	131	201
ACLY	PSMC2	experiments_transferred	60	0	0	0	57	0	60	0	0	0	131	175
ACLY	PSMC5	experiments_transferred	60	0	0	0	62	0	60	0	0	0	131	179
ACLY	PSMD7	experiments_transferred	71	0	0	0	59	0	71	0	0	57	116	196
ACLY	PWWP3A	experiments_transferred	75	0	0	0	0	0	75	0	0	0	0	268
ACLY	PWWP3B	experiments_transferred	75	0	0	0	0	0	75	0	0	0	0	268
ACLY	PYGB	experiments	192	0	0	0	60	192	0	0	0	269	102	475
ACLY	PYROXD2	database_transferred	152	0	0	0	0	0	0	0	152	0	136	289
ACLY	QDPR	experiments_transferred	45	0	0	0	48	0	45	0	0	72	102	174
ACLY	QRICH1	database_transferred	178	0	0	0	49	0	0	0	178	0	144	319
ACLY	RBM39	experiments	292	0	0	0	49	292	0	0	0	0	69	318
ACLY	RDH11	experiments_transferred	45	0	0	0	82	0	45	0	0	125	102	271
ACLY	RDH12	experiments_transferred	45	0	0	0	0	0	45	0	0	56	102	153
ACLY	RDH13	experiments_transferred	45	0	0	0	42	0	45	0	0	63	102	160
ACLY	RECQL4	experiments	292	0	0	0	66	292	0	0	0	0	51	318
ACLY	REN	experiments_transferred	45	0	0	0	0	0	45	0	0	90	174	219
ACLY	RETSAT	database_transferred	152	0	0	0	64	0	0	0	152	122	136	364
ACLY	RHEB	experiments_transferred	45	0	0	0	53	0	45	0	0	249	0	261
ACLY	RHOA	experiments_transferred	45	0	0	0	72	0	45	0	0	149	0	179
ACLY	RIMKLB	database	800	0	0	0	0	0	0	800	0	91	49	812
ACLY	RNF123	experiments	292	0	0	0	49	292	0	0	0	0	0	297
ACLY	RNF125	experiments_transferred	346	0	0	0	0	0	71	0	275	0	154	553
ACLY	RNF138	experiments_transferred	346	0	0	0	0	0	71	0	275	0	154	553
ACLY	RPE	experiments	225	0	0	0	60	225	0	0	0	242	224	524
ACLY	RPS27A	experiments_transferred	54	0	0	0	42	0	54	0	0	107	98	172
ACLY	RPS3	experiments	292	0	0	0	62	292	0	0	0	125	204	530
ACLY	RPS5	experiments_transferred	63	0	0	0	60	0	63	0	0	56	108	239
ACLY	RUVBL1	experiments_transferred	92	0	0	0	84	0	92	0	0	87	0	174
ACLY	RYBP	experiments	292	0	0	0	0	292	0	0	0	0	0	292
ACLY	SAR1B	experiments	190	0	0	0	44	190	0	0	0	0	65	239
ACLY	SDHA	experiments	942	0	0	0	67	219	50	0	673	371	351	964
ACLY	SDHAF2	database_transferred	151	0	0	0	0	0	0	0	151	130	133	318
ACLY	SDHB	experiments	964	0	0	0	48	225	66	0	673	293	333	953
ACLY	SDHC	database_transferred	673	0	0	0	64	0	0	0	673	228	315	950
ACLY	SDHD	database_transferred	216	0	0	0	0	0	0	0	216	245	184	513
ACLY	SEC16A	experiments	292	0	0	0	66	292	0	0	0	0	0	310
ACLY	SETD3	experiments_transferred	75	0	0	0	49	0	75	0	0	0	102	225
ACLY	SETD4	experiments_transferred	75	0	0	0	0	0	75	0	0	0	102	218
ACLY	SHC1	experiments	204	0	0	0	74	204	0	0	0	97	0	295
ACLY	SHPK	experiments_transferred	60	0	0	0	42	0	60	0	0	200	131	301
ACLY	SIRT2	experiments	292	0	0	0	0	292	0	0	0	612	102	731
ACLY	SLC12A1	experiments_transferred	180	0	0	0	0	0	65	0	115	0	102	192
ACLY	SLC12A2	experiments_transferred	180	0	0	0	42	0	65	0	115	0	102	192
ACLY	SLC12A3	experiments_transferred	180	0	0	0	0	0	65	0	115	0	102	192
ACLY	SLC12A4	experiments_transferred	180	0	0	0	42	0	65	0	115	0	102	192
ACLY	SLC12A5	experiments_transferred	180	0	0	0	0	0	65	0	115	0	102	192
ACLY	SLC12A6	experiments_transferred	180	0	0	0	0	0	65	0	115	0	102	192
ACLY	SLC12A7	experiments_transferred	180	0	0	0	49	0	65	0	115	60	102	214
ACLY	SLC12A8	experiments_transferred	180	0	0	0	0	0	65	0	115	0	102	192
ACLY	SLC12A9	experiments_transferred	180	0	0	0	44	0	65	0	115	0	102	194
ACLY	SLC16A11	experiments	292	0	0	0	0	292	0	0	0	0	54	301
ACLY	SLC25A1	experiments_transferred	88	0	0	0	109	0	88	0	0	669	347	832
ACLY	SLC2A12	experiments_transferred	45	0	0	0	0	0	45	0	0	148	71	178
ACLY	SLC2A8	experiments_transferred	45	0	0	0	0	0	45	0	0	119	71	150
ACLY	SLC7A1	experiments_transferred	181	0	0	0	67	0	66	0	115	145	102	299
ACLY	SLC7A10	experiments_transferred	180	0	0	0	0	0	65	0	115	0	102	192
ACLY	SLC7A11	experiments_transferred	180	0	0	0	0	0	65	0	115	233	102	353
ACLY	SLC7A13	experiments_transferred	180	0	0	0	0	0	65	0	115	0	102	192
ACLY	SLC7A14	experiments_transferred	181	0	0	0	0	0	66	0	115	0	102	192
ACLY	SLC7A2	experiments_transferred	181	0	0	0	0	0	66	0	115	0	102	192
ACLY	SLC7A3	experiments_transferred	181	0	0	0	0	0	66	0	115	55	102	204
ACLY	SLC7A4	experiments_transferred	181	0	0	0	0	0	66	0	115	0	102	192
ACLY	SLC7A5	experiments_transferred	180	0	0	0	61	0	65	0	115	300	102	422
ACLY	SLC7A6	experiments_transferred	180	0	0	0	55	0	65	0	115	0	102	203
ACLY	SLC7A7	experiments_transferred	180	0	0	0	42	0	65	0	115	0	102	192
ACLY	SLC7A8	experiments_transferred	180	0	0	0	0	0	65	0	115	77	102	222
ACLY	SLC7A9	experiments_transferred	180	0	0	0	0	0	65	0	115	65	102	212
ACLY	SMIM24	experiments_transferred	69	0	0	0	0	0	69	0	0	0	116	198
ACLY	SOD2	experiments_transferred	57	0	0	0	0	0	57	0	0	216	166	400
ACLY	SOD2-2	experiments_transferred	57	0	0	0	0	0	57	0	0	214	166	398
ACLY	SQOR	experiments_transferred	52	0	0	0	0	0	52	0	0	290	0	334
ACLY	SQSTM1	experiments	162	0	0	0	42	91	71	0	0	125	0	197
ACLY	SRRT	experiments	271	0	0	0	62	213	58	0	0	0	102	291
ACLY	SRSF1	experiments_transferred	76	0	0	0	151	0	76	0	0	81	0	216
ACLY	SRSF5	experiments_transferred	76	0	0	0	49	0	76	0	0	386	0	449
ACLY	SRSF9	experiments_transferred	76	0	0	0	127	0	76	0	0	0	0	158
ACLY	STAU1	experiments	292	0	0	0	67	292	0	0	0	0	0	311
ACLY	STIP1	experiments	180	0	0	0	78	180	0	0	0	69	166	334
ACLY	STT3A	experiments	192	0	0	0	109	192	0	0	0	0	53	258
ACLY	SUCLG1	experiments_transferred	1452	0	0	0	42	0	779	0	673	150	310	991
ACLY	SUGCT	experiments_transferred	256	0	0	0	0	0	68	0	188	0	80	255
ACLY	SYVN1	experiments	346	0	0	0	47	292	54	0	0	55	72	338
ACLY	TAGLN	experiments	292	0	0	0	42	292	0	0	0	0	114	356
ACLY	TARDBP	experiments_transferred	69	0	0	0	60	0	69	0	0	73	80	153
ACLY	TERF1	experiments	292	0	0	0	49	292	0	0	0	56	91	344
ACLY	TERF2	experiments	292	0	0	0	44	292	0	0	0	0	91	331
ACLY	TEX101	experiments	292	0	0	0	0	292	0	0	0	0	0	292
ACLY	TFAP2C	experiments	230	0	0	0	0	230	0	0	0	0	0	229
ACLY	TFDP2	experiments	329	0	0	0	0	329	0	0	0	0	0	329
ACLY	THTPA	experiments_transferred	46	0	0	0	0	0	46	0	0	84	102	157
ACLY	TMEM41A	database_transferred	179	0	0	0	47	0	0	0	179	100	50	243
ACLY	TMEM41B	database_transferred	179	0	0	0	56	0	0	0	179	0	50	201
ACLY	TMEM64	database_transferred	179	0	0	0	42	0	0	0	179	0	50	190
ACLY	TNIP2	experiments	166	0	0	0	0	166	0	0	0	0	0	165
ACLY	TNPO3	experiments	199	0	0	0	95	199	0	0	0	0	0	244
ACLY	TOLLIP	experiments	251	0	0	0	49	70	66	0	115	0	102	223
ACLY	TP53	experiments	163	0	0	0	60	163	0	0	0	418	0	502
ACLY	TPI1	experiments_transferred	95	0	0	0	68	0	95	0	0	420	330	651
ACLY	TRAP1	experiments_transferred	87	0	0	0	61	0	87	0	0	119	166	306
ACLY	TRIM14	experiments	166	0	0	0	0	166	0	0	0	0	57	179
ACLY	TRIM25	experiments	292	0	0	0	49	292	0	0	0	0	0	297
ACLY	TSC1	experiments_transferred	70	0	0	0	74	0	70	0	0	199	166	366
ACLY	TUBB	experiments	292	0	0	0	127	292	0	0	0	104	73	417
ACLY	TUBB3	experiments	292	0	0	0	49	292	0	0	0	72	73	343
ACLY	TUFM	experiments_transferred	57	0	0	0	73	0	57	0	0	0	262	408
ACLY	TXNRD1	experiments_transferred	357	0	0	0	97	0	45	0	312	167	166	627
ACLY	TXNRD2	experiments_transferred	357	0	0	0	42	0	45	0	312	137	166	591
ACLY	TXNRD3	experiments_transferred	357	0	0	0	0	0	45	0	312	0	166	545
ACLY	UAP1	experiments_transferred	63	0	0	0	55	0	63	0	0	164	67	266
ACLY	UBAP2	experiments_transferred	45	0	0	0	60	0	45	0	0	0	115	169
ACLY	UBAP2L	experiments_transferred	45	0	0	0	128	0	45	0	0	0	115	229
ACLY	UBC	experiments	219	0	0	0	42	158	61	0	0	69	0	200
ACLY	UBE2M	experiments	292	0	0	0	56	292	0	0	0	0	0	303
ACLY	UBR4	experiments	510	0	0	0	49	510	0	0	0	177	66	593
ACLY	UEVLD	experiments_transferred	346	0	0	0	42	0	71	0	275	0	154	553
ACLY	UFL1	experiments	164	0	0	0	42	164	0	0	0	0	0	164
ACLY	UGP2	experiments_transferred	63	0	0	0	42	0	63	0	0	337	69	411
ACLY	UQCRC1	experiments_transferred	61	0	0	0	64	0	61	0	0	149	91	279
ACLY	UQCRC2	experiments_transferred	61	0	0	0	49	0	61	0	0	150	91	269
ACLY	UQCRFS1	experiments_transferred	243	0	0	0	47	0	91	0	152	175	173	434
ACLY	UQCRH	experiments_transferred	91	0	0	0	56	0	91	0	0	63	81	175
ACLY	USP13	experiments	292	0	0	0	49	292	0	0	0	216	51	432
ACLY	VCP	experiments	127	0	0	0	97	127	0	0	0	462	57	546
ACLY	VEGFC	experiments_transferred	181	0	0	0	0	0	66	0	115	97	102	240
ACLY	VEGFD	experiments_transferred	181	0	0	0	0	0	66	0	115	0	102	192
ACLY	VHL	experiments	68	0	0	0	49	68	0	0	0	152	0	182
ACLY	VIRMA	experiments	292	0	0	0	44	292	0	0	0	0	0	294
ACLY	VTN	experiments	329	0	0	0	0	329	0	0	0	0	70	349
ACLY	WWOX	experiments	337	0	0	0	0	292	45	0	0	55	102	374
ACLY	YWHAQ	experiments_transferred	68	0	0	0	98	0	68	0	0	69	54	160
ACLY	YWHAZ	experiments_transferred	68	0	0	0	62	0	68	0	0	118	71	187
ACLY	ZDHHC5	experiments	292	0	0	0	60	292	0	0	0	0	91	342
ACLY	ZNF318	experiments_transferred	76	0	0	0	54	0	76	0	0	0	80	152
ACLY	ZNF746	experiments	292	0	0	0	0	292	0	0	0	0	0	292
ACO1	ACLY	experiments_transferred	1389	0	0	0	75	0	95	900	394	581	213	981
ACO2	ACLY	experiments_transferred	1389	0	0	0	63	0	95	900	394	621	341	985
ACOX1	ACLY	experiments_transferred	69	0	0	0	53	0	69	0	0	527	116	609
ACOX2	ACLY	experiments_transferred	69	0	0	0	0	0	69	0	0	536	116	612
ACOX3	ACLY	experiments_transferred	69	0	0	0	50	0	69	0	0	359	141	484
ACOXL	ACLY	experiments_transferred	69	0	0	0	0	0	69	0	0	64	294	374
ADSL	ACLY	database	800	0	0	0	61	0	0	800	0	149	290	879
AGR2	ACLY	experiments	166	0	0	0	0	166	0	0	0	0	0	165
AGRN	ACLY	experiments	292	0	0	0	42	292	0	0	0	0	43	300
AHSA1	ACLY	experiments	292	0	0	0	62	292	0	0	0	0	80	335
AIFM1	ACLY	experiments_transferred	52	0	0	0	101	0	52	0	0	107	47	219
AKIRIN2	ACLY	experiments	292	0	0	0	44	292	0	0	0	0	0	294
AKT1S1	ACLY	experiments_transferred	71	0	0	0	49	0	71	0	0	271	72	322
ALDH16A1	ACLY	experiments_transferred	271	0	0	0	42	0	53	0	218	0	122	377
ALDH1A1	ACLY	experiments_transferred	271	0	0	0	0	0	53	0	218	179	122	466
ALDH1A2	ACLY	experiments_transferred	271	0	0	0	0	0	53	0	218	69	122	395
ALDH1A3	ACLY	experiments_transferred	271	0	0	0	42	0	53	0	218	84	122	405
ALDH1B1	ACLY	experiments_transferred	271	0	0	0	49	0	53	0	218	75	122	404
ALDH1L1	ACLY	experiments_transferred	271	0	0	0	0	0	53	0	218	108	122	420
ALDH1L2	ACLY	experiments_transferred	271	0	0	0	0	0	53	0	218	185	122	470
ALDH2	ACLY	experiments_transferred	271	0	0	0	43	0	53	0	218	177	122	466
ALDH3A1	ACLY	experiments_transferred	271	0	0	0	0	0	53	0	218	94	122	411
ALDH3A2	ACLY	experiments_transferred	271	0	0	0	49	0	53	0	218	201	122	485
ALDH3B1	ACLY	experiments_transferred	271	0	0	0	0	0	53	0	218	60	122	389
ALDH3B2	ACLY	experiments_transferred	271	0	0	0	0	0	53	0	218	91	122	409
ALDH4A1	ACLY	experiments_transferred	271	0	0	0	53	0	53	0	218	177	122	472
ALDH5A1	ACLY	experiments_transferred	1071	0	0	0	0	0	53	800	218	245	122	897
ALDH7A1	ACLY	experiments_transferred	271	0	0	0	42	0	53	0	218	125	123	433
ALDH8A1	ACLY	experiments_transferred	271	0	0	0	0	0	53	0	218	67	122	394
ALDH9A1	ACLY	experiments_transferred	271	0	0	0	72	0	53	0	218	157	122	470
ALG9-2	ACLY	experiments_transferred	78	0	0	0	0	0	78	0	0	0	128	173
AMACR	ACLY	experiments_transferred	256	0	0	0	42	0	68	0	188	145	80	337
AMPD2	ACLY	experiments	143	0	0	0	49	143	0	0	0	307	122	452
ANKRD55	ACLY	experiments	292	0	0	0	0	292	0	0	0	0	0	292
ANPEP	ACLY	experiments_transferred	91	0	0	0	0	0	91	0	0	92	57	159
APOO	ACLY	experiments_transferred	71	0	0	0	44	0	71	0	0	0	102	152
APOOL	ACLY	experiments_transferred	71	0	0	0	42	0	71	0	0	0	102	150
APRT	ACLY	experiments_transferred	68	0	0	0	60	0	68	0	0	111	51	262
AQP3	ACLY	experiments_transferred	57	0	0	0	0	0	57	0	0	95	115	178
AQP7	ACLY	experiments_transferred	57	0	0	0	0	0	57	0	0	119	115	200
AQP9	ACLY	experiments_transferred	57	0	0	0	0	0	57	0	0	103	115	186
ASAH1	ACLY	experiments_transferred	45	0	0	0	42	0	45	0	0	149	102	207
ASB15	ACLY	experiments	292	0	0	0	0	292	0	0	0	0	0	292
ASL	ACLY	database	800	0	0	0	47	0	0	800	0	243	166	864
ASXL1	ACLY	experiments	292	0	0	0	49	292	0	0	0	0	53	306
ATAD2	ACLY	experiments_transferred	60	0	0	0	60	0	60	0	0	0	131	178
ATAD2B	ACLY	experiments_transferred	60	0	0	0	44	0	60	0	0	0	131	164
ATF6	ACLY	experiments	178	0	0	0	138	178	0	0	0	166	0	357
ATP12A	ACLY	experiments_transferred	46	0	0	0	0	0	46	0	0	125	102	195
ATP2A2	ACLY	experiments_transferred	46	0	0	0	106	0	46	0	0	69	102	201
ATP4A	ACLY	experiments_transferred	46	0	0	0	0	0	46	0	0	128	102	197
ATP5F1A	ACLY	experiments_transferred	108	0	0	0	62	0	108	0	0	167	315	664
ATP5F1C	ACLY	experiments_transferred	91	0	0	0	42	0	91	0	0	104	298	704
ATP5IF1	ACLY	experiments_transferred	42	0	0	0	42	0	42	0	0	137	69	173
ATP5ME	ACLY	experiments_transferred	91	0	0	0	0	0	91	0	0	58	81	162
ATP5PB	ACLY	experiments_transferred	91	0	0	0	44	0	91	0	0	69	0	190
ATXN10	ACLY	experiments	329	0	0	0	62	329	0	0	0	0	0	343
ATXN3	ACLY	experiments	208	0	0	0	0	208	0	0	0	0	0	208
AUH	ACLY	experiments_transferred	52	0	0	0	0	0	52	0	0	136	124	249
BAG3	ACLY	experiments	152	0	0	0	42	152	0	0	0	61	54	181
BCKDHA	ACLY	database_transferred	176	0	0	0	42	0	0	0	176	204	229	489
BCKDHB	ACLY	experiments_transferred	246	0	0	0	44	0	70	0	176	174	240	503
BDH2	ACLY	experiments_transferred	45	0	0	0	0	0	45	0	0	144	166	287
BRD4	ACLY	experiments	292	0	0	0	44	292	0	0	0	110	72	366
BRF1	ACLY	experiments	292	0	0	0	0	292	0	0	0	0	0	292
C9orf78	ACLY	experiments	292	0	0	0	44	292	0	0	0	0	0	294
CARM1	ACLY	experiments_transferred	48	0	0	0	49	0	48	0	0	102	76	160
CARTPT	ACLY	database_transferred	136	0	0	0	0	0	0	0	136	63	164	326
CASK	ACLY	experiments_transferred	65	0	0	0	56	0	65	0	0	241	105	332
CBR1	ACLY	experiments_transferred	45	0	0	0	42	0	45	0	0	85	102	180
CBR4	ACLY	experiments_transferred	45	0	0	0	49	0	45	0	0	118	102	215
CCDC105	ACLY	experiments_transferred	63	0	0	0	0	0	63	0	0	0	108	212
CCDC8	ACLY	experiments	292	0	0	0	0	292	0	0	0	0	49	297
CCNA1	ACLY	experiments	78	0	0	0	0	78	0	0	0	107	69	166
CCNF	ACLY	experiments	166	0	0	0	49	166	0	0	0	0	52	182
CDKN2A	ACLY	experiments	89	0	0	0	42	89	0	0	0	167	44	211
CDY1	ACLY	experiments_transferred	52	0	0	0	0	0	52	0	0	0	131	173
CDY1B	ACLY	experiments_transferred	52	0	0	0	0	0	52	0	0	0	131	173
CDYL	ACLY	experiments_transferred	52	0	0	0	49	0	52	0	0	101	131	231
CDYL2	ACLY	experiments_transferred	52	0	0	0	0	0	52	0	0	0	131	173
CHFR	ACLY	experiments_transferred	45	0	0	0	48	0	45	0	0	58	130	155
CHKA	ACLY	experiments_transferred	63	0	0	0	44	0	63	0	0	290	0	308
CHMP4C	ACLY	experiments	292	0	0	0	0	292	0	0	0	0	0	292
CIC	ACLY	experiments	292	0	0	0	0	292	0	0	0	305	49	491
CLYBL	ACLY	experiments_transferred	45	0	0	0	0	0	45	0	0	225	47	233
CRY1	ACLY	experiments	54	0	0	0	0	54	0	0	0	180	0	191
CRY2	ACLY	experiments	54	0	0	0	0	54	0	0	0	129	52	150
CRYL1	ACLY	experiments_transferred	91	0	0	0	0	0	91	0	0	0	232	278
CS	ACLY	experiments	2330	0	0	0	149	478	518	900	434	668	353	998
CTH	ACLY	experiments	214	0	0	0	42	214	0	0	0	175	165	411
CTIF	ACLY	experiments	292	0	0	0	0	292	0	0	0	0	0	292
CTNNB1	ACLY	experiments	161	0	0	0	49	161	0	0	0	310	49	408
CTSL	ACLY	experiments_transferred	45	0	0	0	0	0	45	0	0	310	57	324
CTSZ	ACLY	experiments_transferred	45	0	0	0	42	0	45	0	0	119	73	152
CUL1	ACLY	experiments_transferred	71	0	0	0	53	0	71	0	0	72	88	155
CUL3	ACLY	experiments	374	0	0	0	49	303	71	0	0	167	88	446
CUL7	ACLY	experiments	292	0	0	0	49	292	0	0	0	0	53	342
CYC1	ACLY	experiments_transferred	91	0	0	0	60	0	91	0	0	117	240	380
DALRD3	ACLY	database_transferred	178	0	0	0	42	0	0	0	178	0	144	314
DARS1	ACLY	experiments_transferred	62	0	0	0	62	0	62	0	0	0	72	176
DBT	ACLY	experiments_transferred	451	0	0	0	0	0	99	0	352	0	181	763
DCK	ACLY	experiments_transferred	73	0	0	0	48	0	73	0	0	81	65	163
DDIAS	ACLY	experiments	230	0	0	0	42	230	0	0	0	0	0	230
DECR1	ACLY	experiments_transferred	45	0	0	0	48	0	45	0	0	243	115	336
DECR2	ACLY	experiments_transferred	45	0	0	0	42	0	45	0	0	167	115	264
DERL1	ACLY	experiments	188	0	0	0	66	188	0	0	0	0	0	209
DHRS1	ACLY	experiments_transferred	45	0	0	0	49	0	45	0	0	0	115	159
DHRS2	ACLY	experiments_transferred	45	0	0	0	45	0	45	0	0	55	115	168
DHRS3	ACLY	experiments_transferred	45	0	0	0	0	0	45	0	0	91	102	185
DHRS4	ACLY	experiments_transferred	45	0	0	0	42	0	45	0	0	85	115	192
DHRS4L2	ACLY	experiments_transferred	45	0	0	0	0	0	45	0	0	0	115	152
DHTKD1	ACLY	experiments_transferred	460	0	0	0	49	0	58	0	402	145	204	827
DLAT	ACLY	experiments_transferred	1351	0	0	0	113	0	99	900	352	447	278	988
DLD	ACLY	experiments_transferred	357	0	0	0	60	0	45	0	312	317	166	682
DLST	ACLY	experiments_transferred	451	0	0	0	49	0	99	0	352	249	291	841
DNAJA2	ACLY	experiments_transferred	45	0	0	0	82	0	45	0	0	103	102	211
DNAJC10	ACLY	experiments_transferred	45	0	0	0	54	0	45	0	0	69	109	150
DNM1L	ACLY	experiments	74	0	0	0	60	74	0	0	0	202	52	262
DOHH	ACLY	database_transferred	517	0	0	0	54	0	0	0	517	71	71	552
ECH1	ACLY	experiments_transferred	91	0	0	0	49	0	91	0	0	196	204	372
ECHDC1	ACLY	experiments_transferred	52	0	0	0	49	0	52	0	0	92	124	217
ECHDC2	ACLY	experiments_transferred	52	0	0	0	0	0	52	0	0	63	124	185
ECHS1	ACLY	experiments_transferred	52	0	0	0	72	0	52	0	0	397	124	492
ECI1	ACLY	experiments_transferred	52	0	0	0	44	0	52	0	0	223	124	326
ECI2	ACLY	experiments_transferred	52	0	0	0	49	0	52	0	0	244	136	362
ECT2	ACLY	experiments	292	0	0	0	62	292	0	0	0	0	0	307
EEF1D	ACLY	experiments	214	0	0	0	47	214	0	0	0	0	57	231
EFTUD2	ACLY	experiments	124	0	0	0	124	124	0	0	0	412	116	592
EGFR	ACLY	experiments	78	0	0	0	42	78	0	0	0	301	0	328
